Title,H index,Impact Factor
"Proceedings - 2016 International Conference on Wireless Networks and Mobile Communications, WINCOM 2016: Green Communications and Networking",2,0.62081
"Proceedings of the American Society for Composites - 30th Technical Conference, ACS 2015",3,0.6559
ISOCC 2016 - International SoC Design Conference: Smart SoC for Intelligent Things,2,0.62081
"WOCC 2016 - 25th Wireless and Optical Communication Conference, Jointly held with Photonics Forum of Chiao-Tung Universities",2,0.62081
International Workshop on Cellular Nanoscale Networks and their Applications,8,0.83133
"Proceedings of 2nd International Conference on Information Technology and Electronic Commerce, ICITEC 2014",2,0.62081
Proceedings of the SICE Annual Conference,22,1.32253
ACM International Conference Proceeding Series,2,0.62081
"Proceeding - 2014 Makassar International Conference on Electrical Engineering and Informatics, MICEEI 2014",4,0.69098
"Proceedings - 2014 International Conference on Wireless Communication and Sensor Network, WCSN 2014",4,0.69098
"Proceedings - 2015 IEEE 18th International Symposium on Design and Diagnostics of Electronic Circuits and Systems, DDECS 2015",5,0.72607
"2014 IEEE Dallas Circuits and Systems Conference: Enabling an Internet of Things - From Sensors to Servers, DCAS 2014",4,0.69098
Conference on Lasers and Electro-Optics Europe - Technical Digest,16,1.11202
"Proceedings of the 5th ACM SIGSPATIAL International Workshop on Analytics for Big Geospatial Data, BigSpatial 2016",1,0.58572
"Proceedings of 2016 International Conference on Interactive Mobile Communication Technologies and Learning, IMCL 2016",1,0.58572
"Proceedings - 2016 Joint 8th International Conference on Soft Computing and Intelligent Systems and 2016 17th International Symposium on Advanced Intelligent Systems, SCIS-ISIS 2016",2,0.62081
"Mediterranean Gas and Oil International Conference, MedGO 2015 - Conference Proceedings",1,0.58572
"2015 6th International Conference on Information and Communication Technology for Embedded Systems, IC-ICTES 2015",3,0.6559
"13th International Conference on Electronics, Information, and Communication, ICEIC 2014 - Proceedings",4,0.69098
"2014 International Computer Science and Engineering Conference, ICSEC 2014",3,0.6559
"Proceedings - 2014 7th International Congress on Image and Signal Processing, CISP 2014",3,0.6559
"2015 2nd International Conference on Pattern Recognition and Image Analysis, IPRIA 2015",3,0.6559
"5th International Conference on Energy Aware Computing Systems and Applications, ICEAC 2015",2,0.62081
ISPCE 2016 - Proceedings: IEEE Symposium on Product Compliance Engineering,1,0.58572
CCIS 2014 - Proceedings of 2014 IEEE 3rd International Conference on Cloud Computing and Intelligence Systems,3,0.6559
"2014 11th Annual High Capacity Optical Networks and Emerging/Enabling Technologies (Photonics for Energy), HONET-PfE 2014",4,0.69098
"20th IMEKO TC4 Symposium on Measurements of Electrical Quantities: Research on Electrical and Electronic Measurement for the Economic Upturn, Together with 18th TC4 International Workshop on ADC and DCA Modeling and Testing, IWADC 2014",5,0.72607
"2016 IEEE International Conference on Power System Technology, POWERCON 2016",3,0.6559
"Proceedings of the Biennial International Pipeline Conference, IPC",3,0.6559
"2014 International Symposium on System-on-Chip, SoC 2014",3,0.6559
"2014 15th International Workshop on Research and Education in Mechatronics, REM 2014",4,0.69098
AUTOTESTCON (Proceedings),3,0.6559
"2014 9th International Microsystems, Packaging, Assembly and Circuits Technology Conference: Challenges of Change - Shaping the Future, IMPACT 2014 - Proceedings",4,0.69098
"Proceedings of 2014 International Conference on Electrical Engineering and Computer Science, ICEECS 2014",4,0.69098
"2016 IEEE Green Energy and Systems Conference, IGSEC 2016",2,0.62081
"Proceedings of 2014 4th IEEE International Conference on Network Infrastructure and Digital Content, IEEE IC-NIDC 2014",4,0.69098
"2015 3rd International Conference on Information and Communication Technology, ICoICT 2015",4,0.69098
ICDRET 2016 - 4th International Conference on the Developments in Renewable Energy Technology,4,0.69098
"Proceedings of 2016 IEEE International Conference on Big Data Analysis, ICBDA 2016",2,0.62081
"Proceedings - 2014 International Conference on Electromagnetics in Advanced Applications, ICEAA 2014",7,0.79624
"2016 Sensor Signal Processing for Defence, SSPD 2016",2,0.62081
"Proceedings - 7th International Conference on u- and e-Service, Science and Technology, UNESST 2014",1,0.58572
"Proceedings - 2014 IEEE 12th International Conference on Solid-State and Integrated Circuit Technology, ICSICT 2014",4,0.69098
"Proceedings - 2015 IEEE 11th International Conference on ASIC, ASICON 2015",3,0.6559
"2016 International Symposium on Computers in Education, SIIE 2016: Learning Analytics Technologies",2,0.62081
"Proceedings of the Technical Association of the Graphic Arts, TAGA",1,0.58572
IET Conference Publications,25,1.42779
"Proceedings - 2016 IEEE International Conference on Software Testing, Verification and Validation Workshops, ICSTW 2016",3,0.6559
2014 AIS SIGED: IAIM Conference,1,0.58572
"SAMI 2015 - IEEE 13th International Symposium on Applied Machine Intelligence and Informatics, Proceedings",5,0.72607
"Proceedings of the 2015 International Conference on Microwave and Photonics, ICMAP 2015",2,0.62081
"Proceedings of the 2014 IEEE 2nd International Conference on Electrical Energy Systems, ICEES 2014",4,0.69098
SUI 2016 - Proceedings of the 2016 Symposium on Spatial User Interaction,3,0.6559
"2014 International Conference on IT Convergence and Security, ICITCS 2014",2,0.62081
"2016 IEEE International Conference on Electron Devices and Solid-State Circuits, EDSSC 2016",2,0.62081
"2014 IEEE Canada International Humanitarian Technology Conference, IHTC 2014",2,0.62081
"16th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering, STA 2015",3,0.6559
"2014 International Electrical Engineering Congress, iEECON 2014",5,0.72607
"Society of Petroleum Engineers - SPE Asia Pacific Enhanced Oil Recovery Conference, EORC 2015",2,0.62081
"2016 IEEE 11th Annual International Conference on Nano/Micro Engineered and Molecular Systems, NEMS 2016",2,0.62081
"2016 17th International Conference on Electronic Packaging Technology, ICEPT 2016",3,0.6559
CSEDU 2014 - Proceedings of the 6th International Conference on Computer Supported Education,2,0.62081
"2014 24th International Conference Radioelektronika, RADIOELEKTRONIKA 2014 - Proceedings",5,0.72607
"Proceedings - 2014 International Conference on Smart Green Technology in Electrical and Information Systems: Towards Greener Globe Through Smart Technology, ICSGTEIS 2014",2,0.62081
"13th International Multi-Conference on Systems, Signals and Devices, SSD 2016",3,0.6559
13th International Energy Conversion Engineering Conference,4,0.69098
"International Conference on Space Science and Communication, IconSpace",5,0.72607
"2016 1st IEEE International Conference on Computer Communication and the Internet, ICCCI 2016",2,0.62081
Progress in Electromagnetics Research Symposium,15,1.07693
"Proceedings of HPTCDL 2014: 1st Workshop for High Performance Technical Computing in Dynamic Languages - Held in Conjunction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis",1,0.58572
Society of Petroleum Engineers - SPE/ICoTA Coiled Tubing and Well Intervention Conference and Exhibition,3,0.6559
"2014 Workshop on Complexity in Engineering, COMPENG 2014",1,0.58572
"Proceedings - 2014 European Network Intelligence Conference, ENIC 2014",3,0.6559
"2015 IEEE Great Lakes Biomedical Conference, GLBC 2015 - Proceedings",1,0.58572
Asia Pacific Conference on Postgraduate Research in Microelectronics and Electronics,6,0.76116
"Proceedings of 2015 International Conference on Robotics, Automation, Control and Embedded Systems, RACE 2015",3,0.6559
"2015 International Conference on Memristive Systems, MEMRISYS 2015",2,0.62081
Annual Workshop on Network and Systems Support for Games,9,0.86641
"Proceedings of the 2015 International Conference on Applied and Theoretical Computing and Communication Technology, iCATccT 2015",2,0.62081
"2014 IEEE 5th Latin American Symposium on Circuits and Systems, LASCAS 2014 - Conference Proceedings",6,0.76116
"Conference Proceedings of 2015 2nd International Conference on Knowledge-Based Engineering and Innovation, KBEI 2015",3,0.6559
"2016 IEEE International Conference on Automatica, ICA-ACCA 2016",4,0.69098
"Proceedings - 2014 Summer Topicals Meeting Series, SUM 2014",4,0.69098
"China International Conference on Electricity Distribution, CICED",6,0.76116
"IEEE CONECCT 2014 - 2014 IEEE International Conference on Electronics, Computing and Communication Technologies",6,0.76116
"2016 2nd International Workshop on Modelling, Analysis, and Control of Complex CPS, CPS Data 2016",2,0.62081
"2016 27th Irish Signals and Systems Conference, ISSC 2016",2,0.62081
"ICACCS 2013 - Proceedings of the 2013 International Conference on Advanced Computing and Communication Systems: Bringing to the Table, Futuristic Technologies from Around the Globe",3,0.6559
"2015 IEEE 2nd VR Workshop on Sonic Interactions for Virtual Environments, SIVE 2015 - Proceedings",2,0.62081
"Australasian Corrosion Association Annual Conference: Corrosion and Prevention 2015, ACA 2015",2,0.62081
"2015 56th International Scientific Conference on Power and Electrical Engineering of Riga Technical University, RTUCON 2015",3,0.6559
"Proceedings - 12th International Conference on Frontiers of Information Technology, FIT 2014",2,0.62081
"Proceedings of XI Tecnologias Aplicadas a la Ensenanza de la Electronica (Technologies Applied to Electronics Teaching), TAEE 2014",3,0.6559
"4th International Symposium on Next-Generation Electronics, IEEE ISNE 2015",3,0.6559
"Proceedings of the 2015 10th International Conference on Communications and Networking in China, CHINACOM 2015",3,0.6559
LANOMS 2015 - 8th Latin American Network and Operations Management Symposium,3,0.6559
"2014 22nd Telecommunications Forum, TELFOR 2014 - Proceedings of Papers",1,0.58572
"Proceedings of IEEE International Conference on Circuit, Power and Computing Technologies, ICCPCT 2016",4,0.69098
"ISPCS 2014 - Proceedings: 2014 International IEEE Symposium on Precision Clock Synchronization for Measurement, Control and Communication",3,0.6559
"International Topical Meeting on Advances in Thermal Hydraulics 2016, ATH 2016",1,0.58572
Proceedings of AM-FPD 2014 - The 21st International Workshop on Active-Matrix Flatpanel Displays and Devices: TFT Technologies and FPD Materials,3,0.6559
"IEEE International Conference on Intelligence and Security Informatics: Cybersecurity and Big Data, ISI 2016",2,0.62081
"2014 10th International Conference on Innovations in Information Technology, IIT 2014",5,0.72607
"Challenges and Innovations in Geotechnics - Proceedings of the 8th Asian Young Geotechnical Engineers Conference, 8AYGEC 2016",1,0.58572
"CINTI 2014 - 15th IEEE International Symposium on Computational Intelligence and Informatics, Proceedings",3,0.6559
"Proceedings of the 2016 IEEE 11th Conference on Industrial Electronics and Applications, ICIEA 2016",3,0.6559
ICPT 2014 - Proceedings of International Conference on Planarization/CMP Technology 2014,3,0.6559
"Proceedings - 2nd International Workshop on Requirements Engineering and Testing, RET 2015",2,0.62081
"10th France-Japan Congress, 8th Europe-Asia Congress on Mecatronics, MECATRONICS 2014",4,0.69098
"GISTAM 2015 - 1st International Conference on Geographical Information Systems Theory, Applications and Management, Proceedings",3,0.6559
"IEEE International Conference on Semiconductor Electronics, Proceedings, ICSE",12,0.97167
"2014 International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management, HNICEM 2014 - 7th HNICEM 2014 Joint with 6th International Symposium on Computational Intelligence and Intelligent Informatics, co-located with 10th ERDT Conference",5,0.72607
ISEC 2015 - 8th International Structural Engineering and Construction Conference: Implementing Innovative Ideas in Structural Engineering and Project Management,2,0.62081
"2015 12th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2015",3,0.6559
"Proceedings of the 2014 Argentine School of Micro-Nanoelectronics, Technology and Applications, EAMTA 2014",2,0.62081
"2014 International Conference on Electrical Sciences and Technologies in Maghreb, CISTEM 2014",4,0.69098
"Proceedings of the 11th International Conference on Electronics, Computer and Computation, ICECCO 2014",3,0.6559
"2014 USNC-URSI Radio Science Meeting (Joint with AP-S Symposium), USNC-URSI 2014 - Proceedings",4,0.69098
"Proceedings of the International Conference on Innovative Applications of Computational Intelligence on Power, Energy and Controls with Their Impact on Humanity, CIPECH 2014",5,0.72607
"Proceedings of the 2016 Spring Simulation Multiconference - TMS/DEVS Symposium on Theory of Modeling and Simulation, TMS/DEVS 2016",2,0.62081
"22nd International Congress on Sound and Vibration, ICSV 2015",1,0.58572
"27th International Conference on Efficiency, Cost, Optimization, Simulation and Environmental Impact of Energy Systems, ECOS 2014",4,0.69098
"2014 International Symposium on Fundamentals of Electrical Engineering, ISFEE 2014",4,0.69098
"Proceedings - 6th International Conference on Computational Intelligence, Communication Systems and Networks, CICSyN 2014",2,0.62081
"22nd International Congress on Sound and Vibration, ICSV 2015",5,0.72607
"Proceedings of the 2014 3rd ICT International Senior Project Conference, ICT-ISPC 2014",3,0.6559
"2016 International Conference on Computing, Electronic and Electrical Engineering, ICE Cube 2016 - Proceedings",3,0.6559
Society of Petroleum Engineers - Coiled Tubing and Well Intervention Conference and Exhibition 2015,4,0.69098
CIBCB 2016 - Annual IEEE International Conference on Computational Intelligence in Bioinformatics and Computational Biology,1,0.58572
"Proceedings of Technical Papers - International Microsystems, Packaging, Assembly, and Circuits Technology Conference, IMPACT",8,0.83133
"2015 23rd Signal Processing and Communications Applications Conference, SIU 2015 - Proceedings",5,0.72607
"ISES Solar World Congress 2015, Conference Proceedings",2,0.62081
"Proceedings - 2014 IEEE Workshop on Advanced Research and Technology in Industry Applications, WARTIA 2014",4,0.69098
"Proceedings - 7th International Workshop on Emerging Trends in Software Metrics, WETSoM 2016",1,0.58572
"Proceedings of the 5th IEEE International Conference on Electric Utility Deregulation, Restructuring and Power Technologies, DRPT 2015",3,0.6559
"Proceedings of the 2nd Workshop on the Principles and Practice of Consistency for Distributed Data, PaPoC 2016",1,0.58572
"6th International Particle Accelerator Conference, IPAC 2015",5,0.72607
"Proceedings of the 8th International Conference on Leading Edge Manufacturing in 21st Century, LEM 2015",2,0.62081
"CLEO: QELS - Fundamental Science, CLEO_QELS 2015",3,0.6559
"Proceedings of 2016 Conference of Basic Sciences and Engineering Studies, SGCAC 2016",2,0.62081
"IMAPS International Conference on High Temperature Electronics Network, HiTEN 2015",2,0.62081
Forensic Engineering 2015: Performance of the Built Environment - Proceedings of the 7th Congress on Forensic Engineering,2,0.62081
"Proceedings of 2015 Prognostics and System Health Management Conference, PHM 2015",2,0.62081
"1st IEEE International Symposium on Systems Engineering, ISSE 2015 - Proceedings",5,0.72607
ICCSS 2015 - Proceedings: 2015 International Conference on Informative and Cybernetics for Computational Social Systems,2,0.62081
"Proceedings of the 21st International Conference on Mixed Design of Integrated Circuits and Systems, MIXDES 2014",5,0.72607
"34th AIAA International Communications Satellite Systems Conference, 2016",3,0.6559
CSIT 2015 - 10th International Conference on Computer Science and Information Technologies,1,0.58572
"International Symposium on Ocean Electronics, SYMPOL",4,0.69098
"2016 IEEE 11th Colombian Computing Conference, CCC 2016 - Conference Proceedings",1,0.58572
"Proceedings - 2015 International Conference on Interactive Technologies and Games, ITAG 2015",2,0.62081
"WAMA 2016 - Proceedings of the International Workshop on App Market Analytics, co-located with FSE 2016",2,0.62081
"2014 Joint 7th International Conference on Soft Computing and Intelligent Systems, SCIS 2014 and 15th International Symposium on Advanced Intelligent Systems, ISIS 2014",4,0.69098
"CINTI 2015 - 16th IEEE International Symposium on Computational Intelligence and Informatics, Proceedings",4,0.69098
Society of Petroleum Engineers - SPE Kuwait Oil and Gas Show and Conference,3,0.6559
"6th IEEE Conference on Cognitive Infocommunications, CogInfoCom 2015 - Proceedings",4,0.69098
"2015 IEEE 7th International Conference on Biometrics Theory, Applications and Systems, BTAS 2015",2,0.62081
"Proceedings - 2014 4th International Conference on Artificial Intelligence with Applications in Engineering and Technology, ICAIET 2014",3,0.6559
"2014 IEEE 34th International Scientific Conference on Electronics and Nanotechnology, ELNANO 2014 - Conference Proceedings",5,0.72607
"International Conference and Exhibition on High Temperature Electronics, HiTEC 2014",3,0.6559
"Conference Proceedings - 10th International Conference on Advanced Semiconductor Devices and Microsystems, ASDAM 2014",2,0.62081
COUPLED PROBLEMS 2015 - Proceedings of the 6th International Conference on Coupled Problems in Science and Engineering,3,0.6559
"Proceedings of 2015 IEEE Advanced Information Technology, Electronic and Automation Control Conference, IAEAC 2015",3,0.6559
AIAA Flight Testing Conference 2014,1,0.58572
"2014 7th International Silicon-Germanium Technology and Device Meeting, ISTDM 2014",3,0.6559
"2016 24th Signal Processing and Communication Application Conference, SIU 2016 - Proceedings",1,0.58572
"Proceedings of International Conference on Circuits, Communication, Control and Computing, I4C 2014",3,0.6559
"Proceedings of 2014 International Conference on Electrical Engineering and Computer Science, ICEECS 2014",3,0.6559
"2016 International Conference on Information Communication and Embedded Systems, ICICES 2016",2,0.62081
"1st International Conference on Electrical Engineering and Information and Communication Technology, ICEEICT 2014",7,0.79624
"2014 IEEE Student Conference on Research and Development, SCOReD 2014",4,0.69098
"Proceedings of EduHPC 2015: Workshop on Education for High-Performance Computing - Held in conjunction with SC 2015: The International Conference for High Performance Computing, Networking, Storage and Analysis",2,0.62081
"Proceedings of 2016 IEEE Information Technology, Networking, Electronic and Automation Control Conference, ITNEC 2016",3,0.6559
Ventilation 2015 - Proceedings of the 11th International Conference on Industrial Ventilation,1,0.58572
"Computational Vision and Medical Image Processing IV - Proceedings of Eccomas Thematic Conference on Computational Vision and Medical Image Processing, VIPIMAGE 2013",4,0.69098
"Proceedings - 2014 IEEE Workshop on Electronics, Computer and Applications, IWECA 2014",5,0.72607
"2016 IEEE International Conference on Emerging Technologies and Innovative Business Practices for the Transformation of Societies, EmergiTech 2016",2,0.62081
"2014 4th World Congress on Information and Communication Technologies, WICT 2014",2,0.62081
"Proceedings of 2016 2nd International Conference on Control Science and Systems Engineering, ICCSSE 2016",2,0.62081
2015 Photonics North,1,0.58572
"International Conference on Embedded Systems, ICES 2014",5,0.72607
DFX 2014: 25th Symposium Design for X,3,0.6559
"Proceedings of the 16th International Conference of the European Society for Precision Engineering and Nanotechnology, EUSPEN 2016",2,0.62081
GSCIT 2015 - Global Summit on Computer and Information Technology - Proceedings,2,0.62081
"Proceedings of the International Conference Days on Diffraction, DD 2016",1,0.58572
"SPLASH Companion 2015 - Companion Proceedings of the 2015 ACM SIGPLAN International Conference on Systems, Programming, Languages and Applications: Software for Humanity",2,0.62081
"Structures and Architecture - Proceedings of the 3rd International Conference on Structures and Architecture, ICSA 2016",3,0.6559
"2016 IEEE International Vacuum Electronics Conference, IVEC 2016",3,0.6559
"iFUZZY 2015 - 2015 International Conference on Fuzzy Theory and Its Applications, Conference Digest",3,0.6559
"Proceedings of 2016 13th International Bhurban Conference on Applied Sciences and Technology, IBCAST 2016",3,0.6559
VEHITS 2015 - Proceedings of the 1st International Conference on Vehicle Technology and Intelligent Transport Systems,3,0.6559
Proceedings of ICP 2014 - 5th International Conference on Photonics 2014,3,0.6559
"OPTICS 2014 - Proceedings of the 5th International Conference on Optical Communication Systems, Part of ICETE 2014 - 11th International Joint Conference on e-Business and Telecommunications",2,0.62081
"2016 5th International Conference on Systems and Control, ICSC 2016",2,0.62081
"2014 14th International Conference on Hybrid Intelligent Systems, HIS 2014",1,0.58572
"IEEE International Conference on Adaptive Science and Technology, ICAST",4,0.69098
"2014 International Conference on Advances in Electrical Engineering, ICAEE 2014",7,0.79624
"Proceedings of the IEEE Region 10 Humanitarian Technology Conference 2014, R10 HTC 2014",2,0.62081
ICHVE 2016 - 2016 IEEE International Conference on High Voltage Engineering and Application,2,0.62081
"2012 International Waveform Diversity and Design Conference, WDD 2012",0,0.55064
"2014 6th International Conference on Games and Virtual Worlds for Serious Applications, VS-GAMES 2014",0,0.55064
"2014 Fotonica AEIT Italian Conference on Photonics Technologies, Fotonica AEIT 2014",0,0.55064
"2014 International Conference on the Network of the Future, NOF 2014",1,0.58572
"2015 IEEE 2nd VR International Workshop on Collaborative Virtual Environments, 3DCVE 2015",1,0.58572
ACM International Conference Proceeding Series,0,0.55064
"Doctoral Consortium on Data Management Technologies, Applications and Software Technologies, DCDATASOFT 2015; in conjunction with the 4th International Conference on Data Management Technologies and Applications, DATA 2015 and the 10th International Joint conference on Software Technologies, ICSOFT 2015",0,0.55064
"International Conference on Electrical, Electronics, Signals, Communication and Optimization, EESCO 2015",1,0.58572
"International Conference on Simulation of Semiconductor Processes and Devices, SISPAD",1,0.58572
"Proceedings - 7th International Conference on u- and e-Service, Science and Technology, UNESST 2014",1,0.58572
"Proceedings of DISCS 2014: The 2014 International Workshop on Data-Intensive Scalable Computing Systems - Held in Conjuction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis",1,0.58572
"Proceedings of EduHPC 2014: Workshop on Education for High-Performance Computing - Held in Conjunction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis",1,0.58572
SBM: Sketch Based Interfaces and Modeling,1,0.58572
Sensors 2015 - Topical Conference at the 2015 AIChE Annual Meeting,0,0.55064
"2015 6th Argentine Conference on Embedded Systems, CASE 2015",1,0.58572
"Proceedings of 2015 IEEE International Conference on Communication Software and Networks, ICCSN 2015",3,0.6559
"2014 International Congress on Technology, Communication and Knowledge, ICTCK 2014",2,0.62081
"Proceedings of 6th IEEE Power India International Conference, PIICON 2014",2,0.62081
"Proceedings - 2014 IEEE International Conference on Control Science and Systems Engineering, CCSSE 2014",2,0.62081
Proceedings - ISSAT International Conference on Modeling of Complex Systems and Environments 2015,2,0.62081
"2014 IEEE International Conference on Electron Devices and Solid-State Circuits, EDSSC 2014",3,0.6559
"Proceedings - IEEE 7th International Conference on Technology for Education, T4E 2015",2,0.62081
Aerodynamic Decelerator Systems Technology Conferences,4,0.69098
"8th International Conference on Electrical and Computer Engineering: Advancing Technology for a Better Tomorrow, ICECE 2014",5,0.72607
"18th CSI International Symposium on Computer Architecture and Digital Systems, CADS 2015",2,0.62081
Proceedings - ICACSIS 2014: 2014 International Conference on Advanced Computer Science and Information Systems,1,0.58572
"Proceedings - 2015 45th Annual IEEE/IFIP International Conference on Dependable Systems and Networks Workshops, DSN-W 2015",3,0.6559
"2015 1st Conference on Power, Dielectric and Energy Management at NERIST, ICPDEN 2015",3,0.6559
"32nd AIAA International Communications Satellite Systems Conference, ICSSC 2014",3,0.6559
NORCHIP 2014 - 32nd NORCHIP Conference: The Nordic Microelectronics Event,4,0.69098
"2016 IEEE International Conference on System Science and Engineering, ICSSE 2016",2,0.62081
"2014 Microelectronic Systems Symposium, MESS 2014 - Conference Proceedings",2,0.62081
"2015 International Conference on Antenna Theory and Techniques: Dedicated to 95 Year Jubilee of Prof. Yakov S. Shifrin, ICATT 2015 - Proceedings",4,0.69098
CACIDI 2016 - Congreso Aergentino de Ciencias de la Informatica y Desarrollos de Investigacion,1,0.58572
"49th Annual Loss Prevention Symposium 2015, LPS 2015 - Topical Conference at the 2015 AIChE Spring Meeting and 11th Global Congress on Process Safety",3,0.6559
"2014 Joint International Accelerator School: Beam Loss and Accelerator Protection, Proceedings",1,0.58572
2015 SME Annual Conference and Expo and CMA 117th National Western Mining Conference - Mining: Navigating the Global Waters,3,0.6559
"Proceedings of the 2014 International Conference on Nanoscience and Nanotechnology, ICONN 2014",2,0.62081
"Proceedings of the 4th ACM Workshop on Design, Modeling and Evaluation of Cyber Physical Systems, CyPhy 2014",4,0.69098
"2014 International Conference on Power, Automation and Communication, INPAC 2014",3,0.6559
"2014 IEEE 9th IberoAmerican Congress on Sensors, IBERSENSOR 2014 - Conference Proceedings",3,0.6559
Proceedings - D and E 2016: 10th International Conference on Design and Emotion - Celebration and Contemplation,1,0.58572
"ISSTT 2014 - 25th International Sympsoium on Space Terahertz Technology, Proceedings",2,0.62081
EML 2014 - 2014 17th International Symposium on Electromagnetic Launch Technology,4,0.69098
"Proceedings - 8th International Conference on Future Generation Communication and Networking, FGCN 2014",3,0.6559
"Proceedings of the 2016 International Conference and Exposition on Electrical and Power Engineering, EPE 2016",3,0.6559
ICCREM 2015 - Environment and the Sustainable Building - Proceedings of the 2015 International Conference on Construction and Real Estate Management,1,0.58572
"2014 International Conference on Science Engineering and Management Research, ICSEMR 2014",3,0.6559
"Proceedings 2015 International Conference on Science and Technology, TICST 2015",3,0.6559
"Proceedings - 2014 22nd International Conference on Geoinformatics, Geoinformatics 2014",4,0.69098
"Proceedings - 2015 International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2015",4,0.69098
"2016 3rd International Conference on Renewable Energies for Developing Countries, REDEC 2016",2,0.62081
"Proceedings of the 2016 Australasian Universities Power Engineering Conference, AUPEC 2016",2,0.62081
"IEEE International Vacuum Electronics Conference, IVEC 2014",5,0.72607
"IAMOT 2016 - 25th International Association for Management of Technology Conference, Proceedings: Technology - Future Thinking",2,0.62081
SMARTGREENS 2016 - Proceedings of the 5th International Conference on Smart Cities and Green ICT Systems,3,0.6559
"Proceedings of the 2015 IEEE 4th Asia-Pacific Conference on Antennas and Propagation, APCAP 2015",1,0.58572
"Proceedings of the 11th Conference of the Association for Machine Translation in the Americas, AMTA 2014",3,0.6559
"Proceedings - 2015 10th Asia Joint Conference on Information Security, AsiaJCIS 2015",3,0.6559
"Proceedings of International Seminar/Workshop on Direct and Inverse Problems of Electromagnetic and Acoustic Wave Theory, DIPED",5,0.72607
"Proceedings - 2016 2nd International Conference on Computational Intelligence and Communication Technology, CICT 2016",3,0.6559
ICSEC 2015 - 19th International Computer Science and Engineering Conference: Hybrid Cloud Computing: A New Approach for Big Data Era,2,0.62081
"2016 13th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology, ECTI-CON 2016",3,0.6559
"Energy and Environmental Engineering - Proceedings of the International Conference on Energy and Environmental Engineering, ICEEE 2014",1,0.58572
"Proceedings - 2016 2nd International Conference on Cognitive Computing and Information Processing, CCIP 2016",2,0.62081
"AAMAS 2014 Workshop on Adaptive and Learning Agents, ALA 2014",3,0.6559
"2015 International Conference on Information and Communication Technologies, ICICT 2015",3,0.6559
"2013 IEEE Conference Anthology, ANTHOLOGY 2013",3,0.6559
"21st Saint Petersburg International Conference on Integrated Navigation Systems, ICINS 2014 - Proceedings",4,0.69098
"2014 2nd International Conference on Electrical, Electronics and System Engineering, ICEESE 2014",3,0.6559
"Proceedings - 2014 National Wireless Research Collaboration Symposium: Rapidly Transitioning Wireless Spectrum-Using Research to Deployable Innovations, NWRCS 2014",3,0.6559
"14th Workshop on Information Optics, WIO 2015",2,0.62081
"Proceedings of the Biennial Baltic Electronics Conference, BEC",7,0.79624
"2015 IEEE 8th International Workshop on Computational Intelligence and Applications, IWCIA 2015 - Proceedings",3,0.6559
"2nd Australasian Acoustical Societies Conference, ACOUSTICS 2016",2,0.62081
"Proceedings - 2015 International Conference of Educational Innovation Through Technology, EITT 2015",2,0.62081
"International Conference on Microelectronics, Computing and Communication, MicroCom 2016",4,0.69098
"Proceedings - International Conference on Computer Vision and Image Analysis Applications, ICCVIA 2015",2,0.62081
"2nd International Moratuwa Engineering Research Conference, MERCon 2016",3,0.6559
ICAST 2014 - 25th International Conference on Adaptive Structures and Technologies,3,0.6559
"2016 IEEE International Multidisciplinary Conference on Engineering Technology, IMCET 2016",1,0.58572
"2012 IEEE Hot Chips 24 Symposium, HCS 2012",2,0.62081
"Proceedings of 2015 4th International Conference on Computer Science and Network Technology, ICCSNT 2015",2,0.62081
"Society of Petroleum Engineers - 30th Abu Dhabi International Petroleum Exhibition and Conference, ADIPEC 2014: Challenges and Opportunities for the Next 30 Years",4,0.69098
ACM International Conference Proceeding Series,1,0.58572
"Proceedings of the 2015 IEEE International Conference on Aerospace Electronics and Remote Sensing, ICARES 2015",3,0.6559
"MSCC 2016 - Proceedings of the 3rd MobiHoc International Workshop on Mobile Sensing, Computing and Communication",1,0.58572
"European Simulation and Modelling Conference 2016, ESM 2016",2,0.62081
"International Conference on Communication Technology Proceedings, ICCT",21,1.28745
"2014 International Conference on Electronics, Communication and Computational Engineering, ICECCE 2014",3,0.6559
Acoustics 2015 Hunter Valley,2,0.62081
"Proceedings - 2016 17th International Scientific Conference on Electric Power Engineering, EPE 2016",3,0.6559
Mechatronics 2013: Recent Technological and Scientific Advances,5,0.72607
2nd Environmental Considerations in Energy Production Conference,2,0.62081
NUiCONE 2015 - 5th Nirma University International Conference on Engineering,2,0.62081
"Proceedings of 2014 International Conference on Mechanical Engineering, Automation and Control Systems, MEACS 2014",6,0.76116
"2016 19th International Symposium on Electrical Apparatus and Technologies, SIELA 2016",3,0.6559
ACM International Conference Proceeding Series,2,0.62081
"Proceedings of the 5th International Cryptology and Information Security Conference 2016, CRYPTOLOGY 2016",1,0.58572
"RAECE 2015 - Conference Proceedings, National Conference on Recent Advances in Electronics and Computer Engineering",3,0.6559
